idx,metrics,AD_type,judge_value,y_pred,y_true
215,235.49996943650706,OAD,105.66386722704863,87.40873,94.0
216,452.7918022460276,OAD,98.61410608115025,21.7049,86.0
217,453.0516254644342,OAD,98.61410608115025,16.998629,88.0
218,581.3796787824217,OAD,98.61410608115025,25.204454,63.0
219,582.1229233095714,OAD,98.61410608115025,18.291729,65.0
220,580.572174611117,OAD,98.61410608115025,20.169653,79.0
221,581.3154191382667,OAD,98.61410608115025,15.939521,81.0
222,733.5558257493333,OAD,98.61410608115025,32.344727,58.0
223,736.2327555114557,OAD,98.61410608115025,22.880451,61.0
224,591.7241339110032,OAD,98.61410608115025,17.102606,78.0
225,594.0433845419916,OAD,98.61410608115025,8.455854,79.0
226,510.44972294939214,OAD,98.61410608115025,27.120865,80.0
227,508.8466574501032,OAD,98.61410608115025,22.668175,82.0
228,512.7694131329196,OAD,98.61410608115025,31.449095,86.0
229,511.2664092492632,OAD,98.61410608115025,27.615528,90.0
230,251.20026134876457,OAD,101.87607272628082,71.57633,30.0
231,301.9176108826527,OAD,101.87607272628082,61.39394,27.0
232,276.2481442585636,OAD,101.87607272628082,72.03224,55.0
233,239.16563985630967,OAD,101.87607272628082,79.2308,93.0
234,250.32026829394053,OAD,101.87607272628082,62.694782,18.0
235,260.5572048243478,OAD,101.87607272628082,77.216576,24.0
236,290.16823229275207,OAD,101.87607272628082,68.688515,26.0
237,254.90789754889565,OAD,101.87607272628082,75.199684,85.0
238,262.8786429063794,OAD,101.87607272628082,75.84324,49.0
239,282.30962173239857,OAD,101.87607272628082,71.88553,80.0
240,321.6944326817586,OAD,101.87607272628082,67.196754,40.0
241,305.1205629844227,OAD,101.87607272628082,68.28413,90.0
242,347.83090949161283,OAD,101.87607272628082,73.6556,20.0
243,276.01439176639633,OAD,101.87607272628082,71.33993,27.0
244,239.16563985630967,OAD,101.87607272628082,79.2308,93.0
245,230.68753930851312,OAD,101.87607272628082,58.44114,0.0
246,351.8779026610555,OAD,101.87607272628082,82.322296,99.0
247,295.3912281844289,OAD,101.87607272628082,82.32703,82.0
248,388.85464032438426,OAD,101.87607272628082,78.29892,84.0
249,397.636940339177,OAD,101.87607272628082,81.48982,87.0
250,443.88095447004486,OAD,101.87607272628082,80.323326,96.0
251,312.76084248990236,OAD,101.87607272628082,82.761986,85.0
252,366.7141676826983,OAD,101.87607272628082,78.01784,96.0
253,408.51817144580383,OAD,101.87607272628082,77.22215,98.0
254,333.86604738922944,OAD,101.87607272628082,80.97545,94.0
255,324.5069561656913,OAD,101.87607272628082,71.52577,72.0
256,314.8174154219476,OAD,101.87607272628082,82.97543,99.0
257,355.8221187162581,OAD,101.87607272628082,79.27513,98.0
258,291.0827068826919,OAD,101.87607272628082,78.713806,98.0
259,228.36158844842961,OAD,101.87607272628082,81.50259,92.0
