idx,metrics,AD_type,y_pred,y_true
1601,5.774714,OAD,52.864147,78.0
1602,4.5657597,OAD,53.42509,89.0
1603,6.9637523,OAD,38.926407,75.0
1604,3.0267122,OAD,26.010077,89.0
1605,8.53938,OAD,18.148664,65.0
1606,5.2831936,OAD,49.326935,75.0
1607,5.855651,OAD,57.500122,76.0
1608,6.107717,OAD,43.063297,94.0
1609,5.451849,OAD,41.648937,81.0
1610,4.693608,OAD,45.119244,91.0
1611,4.9820757,OAD,53.983677,89.0
1612,5.813284,OAD,46.99702,84.0
1613,4.7856197,OAD,55.398865,99.0
1614,6.5524554,OAD,40.465954,82.0
1615,5.3785224,OAD,43.931835,98.0
1616,3.802259,OAD,30.98079,92.0
1617,5.1379857,OAD,42.554066,99.0
1618,5.1588783,OAD,47.626286,98.0
1619,4.898475,OAD,43.555405,67.0
1620,7.698586,OAD,48.612255,95.0
1621,7.9039054,OAD,44.57723,95.0
1622,5.4521966,OAD,51.414505,90.0
1623,6.6280065,OAD,49.009117,99.0
1624,4.9237804,OAD,47.70665,96.0
1625,5.486276,OAD,49.534756,68.0
1626,6.3215766,OAD,53.81659,86.0
1627,7.210233,OAD,43.29512,80.0
1628,7.8895903,OAD,46.413883,93.0
1629,6.0279765,OAD,45.002396,46.0
1630,3.937097,OAD,54.415718,91.0
1631,7.3864884,OAD,48.476772,90.0
1632,5.3214846,OAD,55.53435,95.0
1633,5.3814974,OAD,55.096485,86.0
1634,5.0484185,OAD,51.70487,82.0
1635,3.7866414,OAD,47.645065,83.0
1636,5.331169,OAD,49.598503,99.0
1637,7.345599,OAD,51.30425,89.0
1638,3.49193,OAD,67.20042,81.0
1639,3.921965,OAD,61.06161,90.0
1640,6.29004,OAD,70.07165,74.0
1641,6.1096315,OAD,65.02566,98.0
1642,4.1420736,OAD,58.46116,97.0
1643,4.276299,OAD,59.757423,95.0
1644,5.594231,OAD,50.63026,99.0
1645,4.586447,OAD,54.27219,99.0
1646,7.01694,OAD,56.63035,82.0
1647,6.0392127,OAD,60.691788,88.0
1648,5.614742,OAD,61.624313,82.0
1649,6.9612284,OAD,63.131912,93.0
1650,6.3436837,OAD,63.78636,62.0
1651,7.6710076,OAD,60.69256,72.0
1652,5.54868,OAD,64.965614,60.0
1653,5.943381,OAD,62.00918,92.0
1654,4.8268685,OAD,49.890606,47.0
1655,4.527584,OAD,50.692135,91.0
1656,5.340634,OAD,72.07836,78.0
1657,4.390679,OAD,56.406193,91.0
1827,8.230921,OAD,60.55059,17.0
1828,6.772608,OAD,57.945377,94.0
1829,5.9677396,OAD,60.68055,99.0
1830,8.334731,OAD,54.05625,49.0
1831,7.4460244,OAD,64.30776,98.0
1832,5.463539,OAD,61.370495,96.0
1833,7.0612574,OAD,44.66285,95.0
1834,7.0456066,OAD,58.012108,95.0
1835,7.7957845,OAD,53.176624,93.0
1836,6.6029983,OAD,63.006157,49.5
1837,8.478085,OAD,67.56334,76.0
1838,6.9314404,OAD,67.31924,32.8
1839,2.7564244,OAD,72.70866,45.0
1840,2.646369,OAD,74.410774,0.0
1841,4.219767,OAD,78.248856,12.0
1842,6.4100227,OAD,51.01951,20.0
1843,5.9677396,OAD,60.68055,72.0
1844,6.4313965,OAD,58.87768,78.0
1845,7.759212,OAD,58.512882,92.0
1846,5.1697907,OAD,57.69176,55.0
1847,5.5309973,OAD,62.204502,88.0
1848,3.9466767,OAD,66.27824,60.0
1849,3.5343451,OAD,67.96192,82.0
1850,4.5870337,OAD,56.692863,74.0
1851,5.142034,OAD,61.284855,92.0
1852,4.38972,OAD,59.911644,72.0
1853,5.718173,OAD,58.02191,91.0
1854,4.9964104,OAD,61.365036,53.0
1855,4.3303714,OAD,60.459114,85.0
1856,4.1538672,OAD,55.019833,95.0
1857,5.286183,OAD,57.706863,55.0
1858,4.9373026,OAD,58.184372,88.0
1859,4.633488,OAD,58.33955,92.0
1860,10.151552,OAD,48.721252,74.0
1861,2.099454,OAD,38.636333,99.0
1862,5.1885195,OAD,67.91117,92.0
1863,8.2202635,OAD,57.021893,92.0
1864,7.069774,OAD,59.73956,95.0
1865,7.5394735,OAD,56.348312,84.0
1866,4.3580284,OAD,44.351173,56.0
1867,6.9737926,OAD,50.38762,84.0
1868,7.5508394,OAD,59.895493,95.0
1869,8.149219,OAD,55.217857,82.0
1870,7.3760624,OAD,50.070213,91.0
1871,7.9739504,OAD,45.10234,92.0
1872,7.44723,OAD,51.236935,97.0
1873,4.189536,OAD,60.13676,81.0
1874,5.468971,OAD,60.508953,90.0
1875,3.8832557,OAD,69.496635,78.0
1876,8.427166,OAD,49.408146,75.0
1877,4.5438447,OAD,42.72375,95.0
1878,6.2701545,OAD,45.492672,66.0
1879,5.644416,OAD,52.21549,66.0
1880,5.249892,OAD,50.8373,88.0
1881,1.9310107,OAD,62.877563,77.4
1882,8.284772,OAD,27.735271,77.0
1883,7.514703,OAD,31.152044,74.0
1884,6.1586833,OAD,24.845755,47.0
1885,5.037638,OAD,23.58721,33.0
1886,6.5275264,OAD,33.86198,84.0
1887,7.1930733,OAD,29.640804,50.0
1888,2.4639204,OAD,36.53235,60.0
1889,7.17488,OAD,26.484432,66.0
1890,6.272775,OAD,40.740974,56.0
1891,4.0721645,OAD,23.363832,75.0
1892,4.3119144,OAD,21.00984,95.0
1893,8.58853,OAD,38.719772,86.0
1894,5.392243,OAD,43.67505,45.0
1895,5.1626096,OAD,27.947826,53.0
1896,2.8258374,OAD,29.139925,78.0
1897,6.941378,OAD,23.043938,50.0
1898,5.0334287,OAD,32.53565,65.0
1899,5.7205353,OAD,39.074356,15.0
1900,5.5359926,OAD,38.855103,48.0
1901,5.96917,OAD,37.40314,67.0
1902,6.0838723,OAD,27.570412,0.0
1903,4.0691233,OAD,37.0425,0.0
1904,7.249202,OAD,35.018093,15.0
1905,9.194318,OAD,19.489151,0.0
1906,5.96917,OAD,37.40314,0.0
